"",".id","intervention_costs","standard_costs","intervention_qol","standard_qol","inc.cost","inc.qol","NMB"
"223",223,-55445358.9568034,-40969292.2720353,9621.3868349725,7818.81047163108,-14476066.6847681,1802.57636334141,50527593.9515963
"224",224,-120729113.033193,-85695595.0842335,10412.8156817137,8525.40885826802,-35033517.9489594,1887.4068234457,72781654.4178733
"225",225,-100884834.493289,-85599106.4990138,9246.53780887584,7655.05639663946,-15285727.9942752,1591.48141223638,47115356.2390027
"226",226,-38656615.7575233,-28611195.7520507,7784.72740592628,6526.35427822123,-10045420.0054726,1258.37312770505,35212882.5595736
"227",227,-57696464.4337934,-46438125.8130081,9765.51846982291,8502.08044502196,-11258338.6207853,1263.43802480095,36527099.1168043
"228",228,-101748422.256912,-82351294.0354457,7635.03221245285,6223.94015653919,-19397128.2214663,1411.09205591366,47618969.3397395
"229",229,22758841.966479,20141411.6992344,9556.25196296368,8060.36110287787,2617430.26724456,1495.89086008581,27300386.9344717
"230",230,-81308932.7128389,-67861414.4989575,10773.1575884275,9041.96441916067,-13447518.2138814,1731.19316926687,48071381.5992187
"231",231,69782190.8639752,55703478.5912521,11000.0565408784,9191.93623005952,14078712.2727231,1808.12031081889,22083693.9436547
"232",232,71639016.8023113,63380249.3264361,8796.76367662655,7692.65193829257,8258767.47587519,1104.11173833398,13823467.2908044
"233",233,-12347919.8214265,-9370765.35647586,8672.45532855106,7649.06854005153,-2977154.46495063,1023.38678849952,23444890.2349411
"234",234,-147137406.217608,-112591248.959344,6851.04590272509,5671.31535948041,-34546157.2582642,1179.73054324468,58140768.1231578
"235",235,-74460633.8703819,-55828288.0265875,9501.10380326885,7828.14253169369,-18632345.8437944,1672.96127157516,52091571.2752976
"236",236,-30303661.9348475,-18078552.6382335,7941.05681804293,6440.4186382286,-12225109.296614,1500.63817981433,42237872.8929007
"237",237,-7456769.76359499,-3210387.84085677,9407.91578693712,7924.70449602806,-4246381.92273822,1483.21129090907,33910607.7409195
"238",238,-54202351.445068,-36731580.7148552,6680.22592962,5776.21689798463,-17470770.7302127,904.009031635374,35550951.3629202
"239",239,-28432558.8177613,-14587486.0195773,9550.78895470653,8045.92141304708,-13845072.798184,1504.86754165945,43942423.6313729
"240",240,-88780225.153593,-56056999.0703032,11384.4634026886,8924.89799989173,-32723226.0832898,2459.56540279684,81914534.1392267
"241",241,-54883214.0600314,-44450857.3143056,8032.53978847764,7025.12501230575,-10432356.7457258,1007.41477617189,30580652.2691636
"242",242,-88393163.0632398,-62120678.5976161,11544.9954162862,9255.46191046125,-26272484.4656237,2289.533505825,72063154.5821236
"243",243,-63332845.5343979,-50537667.5475465,14474.1747974773,11926.6127226336,-12795177.9868514,2547.56207484373,63746419.483726
"244",244,35583999.5675623,33741268.2151436,7665.87459903678,6779.39166301436,1842731.3524187,886.48293602242,15886927.3680297
"245",245,-77624143.0564837,-62724508.5082281,10289.8582790667,8664.9525528308,-14899634.5482555,1624.90572623595,47397749.0729745
"246",246,-702618.110692034,995715.392469354,9441.82224082398,7326.10080634825,-1698333.50316139,2115.72143447573,44012762.192676
"247",247,-118438829.655745,-87997207.6773253,11549.5161930362,9458.77653244754,-30441621.9784201,2090.73966058868,72256415.1901937
"248",248,67325502.4727025,55208306.7918864,8227.60128315192,6858.43642943066,12117195.6808161,1369.16485372126,15266101.3936091
"249",249,-8029035.13609516,-4378696.79009118,9203.56742930907,7981.46569312075,-3650338.34600399,1222.10173618832,28092373.0697703
"250",250,-26998413.8205406,-19749042.8899232,9550.04219182107,8166.9740999213,-7249370.93061743,1383.06809189977,34910732.7686129
"251",251,66516455.0712599,56153652.7719416,8288.70925038649,6291.53779233566,10362802.2993183,1997.17145805083,29580626.8616982
"252",252,-37799116.5960879,-31164949.8943173,11489.786668854,9504.6690662188,-6634166.70177052,1985.11760263523,46336518.754475
"253",253,20120964.0587212,16269109.7198393,12873.5078698947,10747.0115884826,3851854.33888197,2126.49628141202,38678071.2893584
"254",254,68385552.4590385,66046663.5361036,9151.24327281459,7907.50890883216,2338888.9229349,1243.73436398243,22535798.3567137
"255",255,-65872306.4721548,-56721608.3845041,8657.63436068264,7276.36194162252,-9150698.08765067,1381.27241906013,36776146.4688532
"256",256,-41822773.8314975,-29721885.2469285,6694.0657863308,5621.09148608836,-12100888.584569,1072.97430024244,33560374.5894178
"257",257,-113644888.769624,-100864026.936314,9026.42478764677,7980.616865524,-12780861.8333091,1045.80792212277,33697020.2757646
"258",258,111442309.103134,95934917.6177297,8644.30960601414,7639.6593915254,15507391.4854044,1004.65021448874,4585612.80437049
"259",259,-142621897.654522,-114270803.208408,11177.5286696221,9409.18754572984,-28351094.4461137,1768.34112389227,63717916.923959
"260",260,3739874.50452119,6630709.38600108,7940.31609298007,6978.97021982935,-2890834.88147989,961.345873150717,22117752.3444942
"261",261,-25011691.8939025,-13318482.471098,11620.765383433,9481.1330432224,-11693209.4228045,2139.63234021055,54485856.2270156
"262",262,-64809766.1000757,-54443469.572964,9118.42286725835,7497.97847932915,-10366296.5271116,1620.4443879292,42775184.2856957
"263",263,-62926360.5979819,-43544060.9160593,10741.8009196944,8819.25031956748,-19382299.6819226,1922.55060012693,57833311.6844611
"264",264,-82418006.3372499,-73372726.8804754,8881.3530659588,7513.55920752173,-9045279.45677459,1367.79385843707,36401156.625516
"265",265,984696.549783112,1809254.96683409,8044.28003890519,7181.40741687456,-824558.417050974,862.872622030633,18082010.8576636
"266",266,370841.731450057,5870254.61806943,8433.78753673146,6925.93467196976,-5499412.88661937,1507.8528647617,35656470.1818534
"267",267,54742796.1816669,49289335.4033739,9515.64068426824,7924.57512692413,5453460.778293,1591.0655573441,26367850.3685891
"268",268,-70750525.6424446,-62675591.1243542,7506.09790796825,6734.27579642743,-8074934.5180904,771.82211154082,23511376.7489068
"269",269,-154216560.146197,-119488540.838255,7440.02393468307,6281.76421951795,-34728019.307942,1158.25971516512,57893213.6112444
"270",270,-129876640.660683,-95999412.5051269,12204.6857833418,9908.22205495332,-33877228.1555557,2296.46372838852,79806502.723326
"271",271,-32084873.6399512,-24652829.6289752,9069.02969853291,7613.45703791788,-7432044.01097596,1455.57266061503,36543497.2232766
"272",272,76224405.2874364,59004676.3407993,9659.22904310553,8128.53759621514,17219728.9466371,1530.6914468904,13394099.9911708
"273",273,-23475687.630467,-17723400.3546197,8776.74798545274,6890.01870727679,-5752287.27584733,1886.72927817594,43486872.8393662
"274",274,3775848.36659851,7793510.00750654,9597.21209969051,8148.60317225133,-4017661.64090802,1448.60892743918,32989840.1896917
"275",275,13224090.0312747,9207261.50344005,10314.8632463947,8465.46146800859,4016828.52783463,1849.4017783861,32971207.0398874
"276",276,-66569603.2473373,-46546684.472359,7632.64632444191,5977.83099763908,-20022918.7749783,1654.81532680282,53119225.3110347
"277",277,-114155825.255204,-98010779.2781322,6633.70460856594,5913.99957675744,-16145045.9770717,719.705031808503,30539146.6132417
"278",278,47940047.6664407,40147785.9785544,8046.73467085906,6877.02077269529,7792261.68788637,1169.71389816377,15602016.275389
"279",279,-169968809.722461,-133714243.763509,10009.7103242896,8122.76847749932,-36254565.9589518,1886.94184679025,73993402.8947569
"280",280,4480242.086622,3322023.44887066,11117.0227870969,9214.98491197478,1158218.63775134,1902.03787512216,36882538.8646918
"281",281,102962425.521778,87220005.2372652,9063.33647995128,7337.84496957966,15742420.2845124,1725.49151037162,18767409.92292
"282",282,-77437057.3302979,-54699428.0512263,9578.14464560294,7470.60463135449,-22737629.2790716,2107.54001424844,64888429.5640404
"283",283,62652024.6788071,61819467.280465,11037.1268561688,9050.09637456592,832557.398342133,1987.03048160293,38908052.2337165
"284",284,-31505395.8043659,-24940595.6078418,10072.3506455179,8552.63507083642,-6564800.19652406,1519.71557468152,36959111.6901544
"285",285,-41608553.3610171,-36529850.6101876,10438.0207069253,8929.1708936633,-5078702.75082947,1508.84981326203,35255699.0160701
"286",286,187299366.808365,167019231.515243,11177.4516979561,9507.98935682953,20280135.2931224,1669.46234112654,13109111.5294084
"287",287,-50052806.1817132,-42914591.8325985,7075.79974788293,6025.78942611362,-7138214.34911472,1050.01032176931,28138420.7845008
"288",288,-21552898.6447624,-19008681.7366615,10139.6866849575,8407.19370368472,-2544216.90810088,1732.49298127277,37194076.5335563
"289",289,-179226991.936446,-137449956.089924,9252.25129044521,7660.09337849671,-41777035.8465228,1592.15791194849,73620194.0854926
"290",290,-121194675.391491,-98498052.5904897,10192.8187116039,8688.54772641161,-22696622.8010011,1504.27098519234,52782042.5048478
"291",291,71224500.9487043,53483922.3906458,9811.11415235199,8025.93140437581,17740578.5580585,1785.18274797618,17963076.4014651
"292",292,-104811070.038164,-87019899.0859472,10887.6801519918,9239.89625653187,-17791170.9522173,1647.78389545995,50746848.8614162
"293",293,66680083.9679503,54130009.046082,8294.9977022597,7088.67464759061,12550074.9218683,1206.32305466909,11576386.1715135
"294",294,-6813769.51446239,-3783916.51340607,10951.1569951531,8996.87719307165,-3029853.00105633,1954.27980208144,42115449.042685
"295",295,-182909261.39122,-134732498.881835,11271.5947443432,9230.13968082987,-48176762.5093852,2041.45506351337,89005863.7796527
"296",296,-36205398.5743479,-29680442.0172841,10885.4510634907,9013.53673373228,-6524956.55706374,1871.9143297584,43963243.1522317
"297",297,81731767.4060354,73094792.8131841,8321.44658228195,7200.58279058821,8636974.59285131,1120.86379169375,13780301.2410237
"298",298,7242885.41861898,13923621.9000224,8996.65413402896,7339.47789978261,-6680736.48140346,1657.17623424635,39824261.1663304
"299",299,5740399.62096795,8595749.11390393,8345.88108109387,6774.90433314368,-2855349.49293598,1570.9767479502,34274884.45194
"300",300,-34790098.2137184,-28231310.2562762,9399.28355907316,7683.91166548423,-6558787.95744222,1715.37189358893,40866225.8292208
"301",301,93898449.6620715,75676000.3837471,10335.1014272496,8191.8419955624,18222449.2783244,2143.25943168723,24642739.3554202
"302",302,-78973932.4027477,-68442963.4021867,9741.61415297592,8145.18762198645,-10530969.0005611,1596.42653098946,42459499.6203503
"303",303,-72897606.6918764,-64803848.0194978,8996.65697169546,8065.41653351331,-8093758.67237868,931.240438182143,26718567.4360216
"304",304,-68213780.0779201,-53398219.2844673,6582.20338600008,5444.42992382568,-14815560.7934528,1137.77346217441,37571030.0369409
"305",305,-36616345.3011367,-27300825.3679913,9670.71153316467,8038.99977198255,-9315519.93314534,1631.71176118213,41949755.1567879
"306",306,6794366.15208422,8411896.25169071,8745.59109303676,7333.23995849407,-1617530.09960649,1412.35113454269,29864552.7904604
"307",307,-10035119.6678268,-5219772.63479682,10377.2729341718,8486.36146412452,-4815347.03302994,1890.91147004728,42633576.4339756
"308",308,-18083542.7064198,-11889062.9493672,11467.9977074151,9436.97448237699,-6194479.75705265,2031.02322503813,46814944.2578152
"309",309,-128535907.932639,-100158666.955068,7162.52449842283,6122.0540706696,-28377240.9775718,1040.47042775323,49186649.5326364
"310",310,105663199.554181,83212319.4434375,9396.55968783385,7337.29907473082,22450880.1107436,2059.26061310303,18734332.1513169
"311",311,-14527785.6908723,-10200763.4109572,9105.94210974709,7870.12988083431,-4327022.27991508,1235.81222891278,29043266.8581706
"312",312,-148547738.377758,-96954369.0707594,9438.01453795364,7409.68477681232,-51593369.3069987,2028.32976114132,92159964.5298251
"313",313,-9806948.59864864,-5193103.09937977,7465.45120459249,6224.87997234394,-4613845.49926887,1240.57123224855,29425270.1442398
"314",314,19603338.6013965,10787070.7153836,6970.66828680594,5975.93436390587,8816267.88601284,994.733922900066,11078410.5719885
"315",315,-37098448.9121441,-23415069.7983182,7499.53381506204,6243.46937324628,-13683379.1138259,1256.06444181576,38804667.950141
"316",316,-70107104.7522237,-61081819.8943585,8023.98917359106,6871.44562784916,-9025284.85786515,1152.5435457419,32076155.7727031
"317",317,-29745027.5661116,-23572588.823092,9051.24280425821,7932.60943920427,-6172438.74301961,1118.63336505394,28545106.0440984
"318",318,171612915.046903,145246820.490343,9372.80976427131,8012.79805236642,26366094.5565598,1360.01171190489,834139.681537963
"319",319,-27311584.2678366,-18056072.7310122,8485.45082077828,7363.10666919044,-9255511.53682439,1122.34415158784,31702394.5685812
"320",320,-46537880.8388237,-41255510.0588432,10838.1194102249,8814.83219223352,-5282370.77998048,2023.28721799138,45748115.1398081
"321",321,-59897454.7351036,-45913611.16978,8677.39947240332,7384.42203089967,-13983843.5653236,1292.97744150365,39843392.3953965
"322",322,52009281.9015338,44561891.6988104,7728.97359502055,6733.44420219317,7447390.20272338,995.529392827382,12463197.6538243
"323",323,-16373055.6951396,-8601862.69164627,10285.1953600192,8466.92722691424,-7771193.00349336,1818.26813310499,44136555.6655931
"324",324,13845821.7573197,2028091.61949111,9065.09541039666,7742.14048346448,11817730.1378286,1322.95492693218,14641368.4008149
"325",325,-47534372.1545744,-34940945.8952832,10829.8514661846,9123.49769240725,-12593426.2592912,1706.35377377731,46720501.7348374
"326",326,-89585843.997125,-70162889.7522465,6764.38227645304,5789.7164500797,-19422954.2448784,974.665826373335,38916270.7723451
"327",327,-150695963.267404,-118620251.190783,11062.6796932739,9090.15165010208,-32075712.0766213,1972.52804317181,71526272.9400574
"328",328,-46807435.0136079,-33351769.8441355,6244.84745116845,5325.24777893701,-13455665.1694724,919.599672231448,31847658.6141014
"329",329,138294037.777811,117485813.676677,10942.4148639003,8757.43477126848,20808224.1011344,2184.9800926318,22891377.7515016
"330",330,-126530399.789224,-102340113.040751,8623.0304600722,7478.72450487341,-24190286.7484734,1144.3059551988,47076405.8524493
"331",331,-155548727.60292,-117692151.51982,10609.925152964,8605.43713943487,-37856576.0831004,2004.48801352913,77946336.353683
"332",332,-63682746.000907,-55034412.1237773,8651.59249373337,7223.86271213487,-8648333.87712967,1427.72978159849,37202929.5090996
"333",333,-56436277.9796004,-46354277.8866032,7122.6384051969,6141.35418975049,-10082000.0929972,981.284215446408,29707684.4019253
"334",334,-25674700.40991,-24255620.6871199,10856.6814175582,8829.14777963141,-1419079.72279015,2027.53363792684,41969752.4813269
"335",335,-157019995.759327,-127960382.442453,9178.23467166335,7792.34389247704,-29059613.3168744,1385.89077918631,56777428.9006007
"336",336,-3864932.98476407,-1604096.62362351,7551.41315284021,6287.2374168145,-2260836.36114057,1264.17573602571,27544351.0816548
"337",337,-158652464.148187,-122440857.486791,8682.64142223801,7396.50688590124,-36211606.661396,1286.13453633677,61934297.3881314
"338",338,-75338350.0547599,-53246737.919431,9795.15799163014,7935.33759106004,-22091612.1353289,1859.82040057009,59288020.1467308
"339",339,8164257.18323427,9313095.21768918,7634.86985185514,6357.09207631824,-1148838.03445491,1277.7777755369,26704393.5451929
"340",340,-170654633.02003,-143513649.384587,11388.4268317599,9523.66323782807,-27140983.6354432,1864.76359393187,64436255.5140805
"341",341,-43989649.9554502,-24093752.2671966,9639.46321217142,7853.508537627,-19895897.6882536,1785.95467454442,55614991.179142
"342",342,-30389927.3382066,-18982616.6317402,11241.1601978621,9123.53188997203,-11407310.7064664,2117.6283078901,53759876.8642685
"343",343,-65080185.4346258,-44972346.903175,10622.6232508657,8695.57573632375,-20107838.5314508,1927.04751454191,58648788.8222889
"344",344,125302308.972356,110872703.821756,7787.68492821546,6876.11565779426,14429605.1505998,911.569270421201,3801780.25782425
"345",345,-17988634.4538155,-9457925.79360824,9464.35582237182,7814.30591396702,-8530708.66020731,1650.0499084048,41531706.8283032
"346",346,10689404.7567606,12186172.1331078,9979.17397902701,8405.77342878207,-1496767.3763472,1573.40055024494,32964778.3812461
"347",347,127158617.945048,114666330.154366,12604.4320900177,10656.0463402595,12492287.790682,1948.38574975815,26475427.2044811
"348",348,-166488770.246415,-132554711.795658,6458.47034022715,5536.83577066314,-33934058.4507567,921.634569564013,52366749.842037
"349",349,-93325680.9835052,-68393114.507803,6475.96943469679,5139.01512444284,-24932566.4757022,1336.95431025395,51671652.6807811
"350",350,61134400.3927039,48026696.2146806,11666.7039759755,9280.09757102877,13107704.1780233,2386.60640494673,34624423.9209114
"351",351,99692489.3512381,84620171.0623611,7493.36315518267,6458.84781743172,15072318.2888769,1034.51533775095,5617988.46614211
"352",352,-29344574.1485032,-21955011.2696026,7406.91604752841,6333.14898760288,-7389562.87890064,1073.76705992552,28864904.0774111
"353",353,-53266839.2771427,-46799772.1515652,13730.3316036397,11546.6323256095,-6467067.1255775,2183.69927803019,50141052.6861813
"354",354,-369304287.678954,-275904995.548396,10332.9086804916,8377.13297607402,-93399292.130558,1955.77570441762,132514806.21891
"355",355,-107909915.764866,-97286232.8250415,9467.66889129334,8238.37754802313,-10623682.9398242,1229.29134327021,35209509.8052284
"356",356,-80555681.7001252,-48457539.5397657,12479.6436397414,9749.52094175559,-32098142.1603595,2730.12269798577,86700596.120075
"357",357,-71435874.2142834,-59124499.0454483,8306.41605735985,6866.16290583228,-12311375.1688351,1440.25315152758,41116438.1993866
"358",358,109803246.770297,92288700.7276608,11743.6567045089,9171.2376796046,17514546.042636,2572.4190249043,33933834.45545
"359",359,75599841.0549356,64224190.0301655,7959.38774807032,6647.13112495476,11375651.0247701,1312.25662311556,14869481.4375412
"360",360,58472578.1513975,59518193.8903969,11981.8904659631,9268.25658233322,-1045615.73899936,2713.63388362993,55318293.4115979
"361",361,-20538789.4861814,-14453001.3205257,10544.2228036903,8725.68016979235,-6085788.16565572,1818.54263389798,42456640.8436154
"362",362,-91737285.9540202,-75798540.8760585,9012.06799773343,7704.79004522386,-15938745.0779616,1307.27795250957,42084304.128153
"363",363,-62252262.1449486,-51155103.8230518,10944.3678920793,9112.80619309852,-11097158.3218968,1831.56169898076,47728392.3015121
"364",364,-120965148.948284,-101027967.356088,7929.03799687441,6742.19233769309,-19937181.5921952,1186.84565918132,43674094.7758216
"365",365,-192265525.985454,-162178386.438025,8629.80732270954,7634.71396751242,-30087139.547429,995.093355197122,49989006.6513714
"366",366,-56148317.2875422,-44798600.3954208,9027.15854351518,7893.24716589208,-11349716.8921214,1133.9113776231,34027944.4445833
"367",367,-43478849.420105,-34844693.9689917,13154.5538621049,10677.2657155742,-8634155.4511133,2477.28814653068,58179918.3817269
"368",368,12341683.9172471,7970665.89529878,6864.73125669996,5930.06634443104,4371018.02194835,934.664912268921,14322280.2234301
"369",369,-5408843.00491255,-1648108.24379071,9301.05764168615,7913.48090847376,-3760734.76112184,1387.57673321239,31512269.4253697
"370",370,-82347012.0171639,-65892234.5796582,7803.42507682402,6854.7902734351,-16454777.4375057,948.634803388924,35427473.5052842
"371",371,-102321918.088097,-80134496.1466622,7939.52802614889,6546.38408342898,-22187421.9414344,1393.14394271991,50050300.7958325
"372",372,-57007306.6513584,-46239539.025511,9804.65742832107,8056.09168045938,-10767767.6258473,1748.56574786169,45739082.5830812
"373",373,-40361626.4982535,-26407282.326845,13494.0960659395,11060.2770250441,-13954344.1714085,2433.81904089541,62630724.9893167
"374",374,-52808721.4333331,-41975827.9473516,7385.26030064135,6489.59778982412,-10832893.4859815,895.662510817222,28746143.702326
"375",375,-125997867.711344,-111741046.11991,9145.7266384625,6857.61103161732,-14256821.5914342,2288.11560684519,60019133.7283379
"376",376,-7865148.24200316,-3787456.95522596,9368.72251878262,7594.93196479119,-4077691.2867772,1773.79055399143,39553502.3666058
"377",377,-4815799.34920137,-2330513.48510333,9507.68699561749,8310.9593993168,-2485285.86409804,1196.72759630069,26419837.7901118
"378",378,-28180335.7339823,-19418293.564582,11234.5990391072,9008.36181997362,-8762042.16940029,2226.23721913354,53286786.552071
"379",379,40603659.7044935,36028633.5769527,9501.5016217544,7986.8418208768,4575026.12754073,1514.6598008776,25718169.8900113
"380",380,38479417.8593927,37719587.0171459,10572.3984242394,8874.5905465056,759830.842246808,1697.80787773381,33196326.7124294
"381",381,16394749.7720749,17192569.6817265,8581.103921003,7184.60100142687,-797819.909651628,1396.50291957613,28727878.3011743
"382",382,-86773473.5761399,-73019545.2943745,10549.9200044125,8815.45931089967,-13753928.2817654,1734.4606935128,48443142.1520215
"383",383,14665087.6648558,10782122.3656237,9760.13166721516,8257.84414502677,3882965.29923209,1502.28752218838,26162785.1445355
"384",384,-85893231.7621913,-70286815.1299899,8298.11220746914,7290.54184125556,-15606416.6322014,1007.57036621358,35757823.9564729
"385",385,-7939830.51640554,-8163383.35061008,10294.7704199437,8886.57385973213,223552.834204545,1408.19656021162,27940378.3700279
"386",386,-97927542.7891343,-73017836.7172705,9722.52272186788,8103.2892726813,-24909706.0718638,1619.23344918659,57294375.0555956
"387",387,-104424983.594349,-84867656.975023,8026.87626951428,7188.90631665175,-19557326.6193259,837.969952862523,36316725.6765764
"388",388,-226365259.316512,-170768463.427651,6983.40939686134,5769.37864984248,-55596795.8888615,1214.03074701886,79877410.8292386
"389",389,-30578590.3979289,-15635776.1474509,8352.81412919266,6657.95617006561,-14942814.2504779,1694.85795912705,48839973.4330189
"390",390,-32639448.5738479,-29886144.1488121,8727.38868913403,7485.3525532442,-2753304.42503582,1242.03613588983,27594027.1428324
"391",391,-154781167.693978,-127474556.600338,7754.44976789839,6688.5396389681,-27306611.0936404,1065.91012893028,48624813.672246
"392",392,29030681.1128956,30109162.0194168,8976.95332094075,7316.57968538743,-1078480.90652123,1660.37363555332,34285953.6175876
"393",393,35131841.3947674,29540007.5700799,10045.5523383281,8517.80152351261,5591833.82468747,1527.75081481553,24963182.4716231
"394",394,-86305540.4420888,-70469825.2820172,9746.46069570151,8367.6922844996,-15835715.1600716,1378.76841120191,43411083.3841099
"395",395,-161909401.622122,-123227436.217518,10519.5128203392,8499.22645503881,-38681965.4046037,2020.28636530042,79087692.7106122
"396",396,-136737390.732397,-107441661.539904,8251.03838004894,6922.39316125772,-29295729.1924932,1328.64521879122,55868633.5683177
"397",397,-4135054.73332332,-5594676.56873023,6107.44726916506,5467.31521535591,1459621.8354069,640.132053809141,11343019.2407759
"398",398,128626428.131721,101717125.943331,10065.0569806408,8347.20191733694,26909302.1883904,1717.85506330382,7447799.07768608
"399",399,-99544656.0035692,-73342776.9754116,10489.6883455574,8605.94347819215,-26201879.0281575,1883.74486736525,63876776.3754626
"400",400,-57742435.5000925,-52890168.201341,8942.7839633557,7888.72141401538,-4852267.29875144,1054.06254934032,25933518.2855579
"401",401,32808227.5461878,27319006.2714664,9764.02821458666,8027.04347341809,5489221.27472146,1736.98474116857,29250473.5486499
"402",402,24436316.9199325,23737212.0833809,7888.78973387742,6679.86634077553,699104.836551551,1208.92339310189,23479363.0254862
"403",403,32873776.77892,23506817.6740241,9041.98212018835,7666.22201621266,9366959.10489596,1375.76010397569,18148242.9746179
"404",404,-23544804.501073,-11505734.0248913,11764.8865565826,9852.67667014236,-12039070.4761817,1912.20988644023,50283268.2049864
"405",405,62827647.7251932,52733980.1701231,12051.0611687444,10230.3851700771,10093667.5550701,1820.67599866733,26319852.4182764
"406",406,-103406257.869222,-87037255.2452163,7169.57029314475,5821.10782060284,-16369002.6240055,1348.46247254191,43338252.0748438
"407",407,-59364165.5880291,-46432677.588097,9098.87190291469,7712.02680045617,-12931487.999932,1386.84510245852,40668390.0491024
"408",408,16971394.5068868,15869948.7444369,7204.13788967438,6323.18362395981,1101445.76244992,880.954265714568,16517639.5518414
"409",409,-60148163.440409,-60267266.8720206,8669.18283348116,7534.40779440189,119103.431611538,1134.77503907927,22576397.3499739
"410",410,29861122.2024773,23354595.9074093,8395.79509866512,7207.94204780057,6506526.29506794,1187.85305086454,17250534.7222229
"411",411,-247811686.624469,-192648139.115516,12048.9265389058,9668.4429974385,-55163547.5089527,2380.48354146732,102773218.338299
"412",412,-25552921.5558759,-17648308.8702801,9329.69937486316,7770.7396639931,-7904612.68559578,1558.95971087006,39083806.902997
"413",413,136526324.26792,115422288.035762,8253.64993559226,6930.99624899058,21104036.2321582,1322.65368660168,5349037.49987546
"414",414,-38642008.8448792,-22464889.1416341,8148.80877109501,6736.58434942101,-16177119.7032451,1412.224421674,44421608.1367251
"415",415,-67859012.7348195,-53993324.840948,10142.2946203798,8336.86304868173,-13865687.8938715,1805.43157169802,49974319.3278318
"416",416,21168460.3789436,23321822.9108534,8795.22508506689,7230.74226872073,-2153362.53190976,1564.48281634616,33443018.858833
"417",417,-94879218.1146432,-69957454.3921093,11042.6448243726,9113.31273097215,-24921763.7225339,1929.3320934005,63508405.5905438
"418",418,-112912154.505815,-87731898.1497464,8771.35326894933,7503.75213688254,-25180256.3560685,1267.60113206679,50532278.9974043
"419",419,-51251168.4467782,-40748874.7716965,8882.89176391336,7295.94791659031,-10502293.6750817,1586.94384732305,42241170.6215428
"420",420,-180146768.408236,-143669006.157783,9231.91302067543,7970.07839829158,-36477762.2504521,1261.83462238386,61714454.6981292
"421",421,-82733040.3206855,-63475092.9126559,10305.0528746287,8162.65535724186,-19257947.4080296,2142.39751738687,62105897.755767
"422",422,-53546385.8684923,-46421979.6282012,9796.62006601267,8485.21316925757,-7124406.24029115,1311.4068967551,33352544.1753931
"423",423,-64269682.8800465,-44560184.4628521,10361.1872479666,8513.1976757778,-19709498.4171944,1847.98957218882,56669289.8609708
"424",424,11828264.8556747,18543988.3659243,8149.58886319156,6884.62349116752,-6715723.51024957,1264.96537202404,32015030.9507304
"425",425,-145832858.061958,-111220495.024172,8204.0409982021,6927.23959407044,-34612363.0377863,1276.80140413166,60148391.1204194
"426",426,-84104013.8828044,-74053414.8331504,8129.33396062392,7381.80444233063,-10050599.0496541,747.529518293287,25001189.4155198
"427",427,-45260284.2511488,-38759292.1264228,6910.71364555482,5755.68409567225,-6500992.12472598,1155.02954988257,29601583.1223774
"428",428,-110165252.337149,-91568057.3118277,10125.044521628,8523.76272844048,-18597195.0253211,1601.28179318755,50622830.8890721
"429",429,-79315213.9223719,-69642161.0983146,10002.9386380148,8545.56300548014,-9673052.82405731,1457.37563253468,38820565.4747508
"430",430,-42688362.4298938,-26397639.3761023,9713.53885663837,7897.61596600241,-16290723.0537915,1815.92289063596,52609180.8665107
"431",431,-105229768.667102,-77593460.0310328,9764.09209430452,7967.25818726253,-27636308.6360696,1796.83390704199,63572986.7769094
"432",432,-9648601.00090281,-6841513.72631121,12235.4134302816,9997.17062495598,-2807087.2745916,2238.24280532566,47571943.3811049
"433",433,12132459.5560358,9481393.63804382,8250.43995370474,6739.72260437376,2651065.91799196,1510.71734933098,27563281.0686277
"434",434,44110192.1444069,39589447.6483317,7388.51800687427,6317.04301312183,4520744.49607517,1071.47499375244,16908755.3789737
"435",435,-101550920.900842,-69311437.5342091,9992.6475752972,8090.26305943529,-32239483.3666332,1902.38451586191,70287173.6838714
"436",436,-28681809.106814,-23967438.1084556,8633.45482277462,7484.47514956122,-4714370.99835842,1148.9796732134,27693964.4626264
"437",437,-31469751.2346738,-26705831.1901392,9514.21200227508,7999.41712669123,-4763920.04453459,1514.79487558385,35059817.5562115
"438",438,-94385142.3112925,-72054813.1505083,7879.31051520933,6741.44904444522,-22330329.1607842,1137.86147076411,45087558.5760664
"439",439,-76770989.972116,-64403789.7335011,8683.43136608192,7636.94168512457,-12367200.2386148,1046.48968095735,33296993.8577618
"440",440,-55635779.2089138,-36155952.6916429,11284.9469452126,8920.86365092589,-19479826.5172708,2364.08329428675,66761492.4030059
"441",441,-53873897.9557335,-40602217.381381,9967.82286870395,8535.88918365526,-13271680.5743524,1431.93368504869,41910354.2753262
"442",442,-97475094.5736123,-92285870.5848351,9817.46481713233,8203.78464573248,-5189223.98877724,1613.68017139984,37462827.4167741
"443",443,-12117591.5132098,-9288274.61868922,7659.66544284457,6431.55098831144,-2829316.89452062,1228.11445453313,27391605.9851832
"444",444,-133062671.12645,-96298658.3832338,6124.39834599094,4858.98588837745,-36764012.7432161,1265.41245761349,62072261.895486
"445",445,-96575336.1611246,-78766021.9330542,11459.4430743026,9764.87818596164,-17809314.2280703,1694.56488834093,51700611.994889
